id,energy,danceability,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
0GNI8K3VATWBABQFAzBAYe,0.31,0.621,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707,4,studio
12VWzyPDBCc8fqeWCAfNwR,0.625,0.792,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,4,studio
5th1bFGGaXLM7wDBJpcF06,0.551,0.629,11,-5.402,1,0.0263,0.0418,1.18e-06,0.108,0.699,111.961,268880,4,studio
6s3GEN8wK0OMzzzZbXj0fu,0.849,0.565,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,212647,4,studio
0xIVvRmjztR1AwuHrkhH41,0.785,0.569,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,148387,4,studio
6fQcqEcXfnY0L6VwS0c3gT,0.576,0.827,4,-7.774,1,0.0372,0.184,0.029,0.0656,0.41,118.04,180021,4,studio
5JYgsmk4xeNl0oEAVJOCiQ,0.885,0.644,9,-4.541,0,0.0544,0.00162,2.17e-05,0.099,0.272,127.068,254317,4,studio
5CtI0qwDJkDQGwXD1H1cLb,0.815,0.694,2,-4.328,1,0.12,0.229,0,0.0924,0.813,88.931,228827,4,studio
5lA6mFOvaiienokVbTZEQx,0.802,0.607,5,-6.849,0,0.403,0.107,0,0.305,0.901,174.201,219600,4,studio
0n4bITAu0Y0nigrz3MFJMb,0.599,0.853,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827,4,studio
5Ohxk2dO5COHF1krpoPigN,0.595,0.516,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,340707,4,studio
6PUIzlqotEmPuBfjbwYWOB,0.81,0.572,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912,4,studio
0KKkJNfGyhkQ5aFogxQAPU,0.56,0.853,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,4,studio
2bJvI42r8EF3wxjOuDav4r,0.802,0.721,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,229360,4,studio
0r4SsYcwvd8URat6AS2m6f,0.712,0.694,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022,201122,4,studio
7zsXy7vlHdItvUSH8EwQss,0.798,0.608,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185360,4,studio
7MXVkk9YMctZqd1Srtv4MB,0.587,0.679,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,4,studio
09mhA1SJjMHniZPF4Hcihn,0.797,0.59,4,-4.901,0,0.0614,0.132,0,0.0846,0.425,94.948,208120,4,studio
10SDxx0CFWGqgVVBeX22TP,0.595,0.644,1,-6.877,1,0.215,0.121,0,0.279,0.554,148.889,286853,3,studio
4RepvCWqsP6zBuzvwYibAS,0.813,0.769,0,-5.9,0,0.143,0.429,0,0.0952,0.567,92.985,269187,4,studio
25khomWgBVamSdKw7hzm3l,0.567,0.356,0,-7.011,0,0.0798,0.0861,0,0.137,0.109,135.553,242253,5,studio
6f1nXh4PrmOhgTzBui72L6,0.499,0.643,2,-6.795,0,0.0308,0.0478,0,0.108,0.363,133.978,275040,4,studio
7KXjTSCq5nL1LoYtL7XAwS,0.621,0.908,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4,studio
4WGyY671Z37inSpCTBJoIm,0.372,0.66,2,-6.025,0,0.0314,0.417,0,0.0954,0.432,119.946,252227,3,studio
1Je1IMUlBXcx1Fz0WE7oPT,0.864,0.768,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,173027,4,studio
74wySERHHxB8Ul9A0CNBla,0.738,0.705,5,-5.402,0,0.0289,0.0102,0.000189,0.308,0.504,133.027,269440,4,studio
72Q0FQQo32KJloivv5xge2,0.667,0.599,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,288877,4,studio
3rOSwuTsUlJp0Pu0MkN8r8,0.434,0.833,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,studio
69uxyAqqPIsUyTO8txoP2M,0.924,0.638,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,263787,4,studio
0qla0jAU8Z2RpH6q3Lvb92,0.844,0.693,11,-3.778,0,0.0541,0.108,0,0.129,0.528,127.097,229667,4,studio
2habSXqcJGExM6JJyskY7O,0.782,0.565,8,-6.413,1,0.0506,0.0577,4.16e-05,0.0757,0.4,140.004,231906,4,studio
6syOdAs4IK8kPWR7gDyjRw,0.817,0.629,6,-4.261,1,0.0357,0.199,0,0.317,0.466,123.087,220293,4,studio
75f1Jpe4Gxq4Wyf1oqKjcu,0.896,0.436,0,-4.736,1,0.0384,5.54e-05,0.00995,0.165,0.933,174.962,174760,4,studio
4JehYebiI9JE8sR8MisGVb,0.72,0.508,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,261640,4,studio
6NLIinNi8IxKcCGHzrGCdW,0.687,0.702,5,-4.339,1,0.0557,0.223,0,0.107,0.585,119.816,238480,4,studio
0rHVd8h0cFwgLgPFem6S60,0.804,0.916,0,-3.406,1,0.049,0.37,1.18e-05,0.0812,0.538,120.028,196000,4,studio
5uzNa0SBGOe5pPnstWHMCt,0.615,0.466,0,-9.102,1,0.0492,0.413,0,0.343,0.812,108.016,273720,4,studio
3ebXMykcMXOcLeJ9xZ17XH,0.54,0.584,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,220883,4,studio
7Hv89f7Dpm5Hce1XkBbjQZ,0.68,0.765,11,-6.306,1,0.0932,0.0953,0.0009,0.138,0.462,129.998,230907,4,studio
0m7dJ7cibvW774OP5GbWHB,0.716,0.914,10,-4.136,0,0.0646,0.0871,0,0.0489,0.375,94.979,199938,4,studio
1CmUZGtH29Kx36C1Hleqlz,0.526,0.781,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,235613,4,studio
2sFdE2HXR73kGRIAY7ItRM,0.54,0.873,6,-8.067,0,0.0906,0.0663,0,0.0981,0.859,104.969,155560,4,studio
0kN5Ohxu97lwdDmP5n7FZE,0.705,0.702,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,213445,4,studio
7y2YUIyCuVhBidENVT0068,0.631,0.258,5,-6.617,0,0.0541,0.281,0,0.127,0.266,189.583,252539,4,studio
6fs3GbtJ3PCf0uYX2MlmG4,0.669,0.497,3,-7.402,1,0.0574,0.04,0,0.1,0.317,100.696,208347,4,studio
4Q4jmPHwu0wrJvqrld0FQ6,0.713,0.486,2,-3.949,0,0.0524,0.0853,0,0.0839,0.297,121.028,226720,4,studio
5hGSM1NIumwLgI0Y97X9xB,0.841,0.743,0,-5.189,1,0.0391,0.0156,0,0.133,0.814,100.003,226800,4,studio
77Jo0LLt7KmCshe4WOazYx,0.963,0.732,0,-3.072,1,0.0593,0.142,3.79e-05,0.0942,0.735,128.035,231562,4,studio
15O20RQyWJgKrkHID9ynT9,0.558,0.443,0,-5.436,1,0.0624,0.441,0,0.163,0.248,116.838,233337,4,studio
0k73nWaD6RPx2sHFEkGPcn,0.706,0.389,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,245187,4,studio
1hGy2eLcmC8eKx7qr1tOqx,0.661,0.762,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,225373,4,studio
0KaU5T2268e0B1tKSVsiah,0.809,0.54,0,-3.397,0,0.0445,0.0043,0,0.142,0.257,129.01,279027,4,studio
6EAxaAk1eZx0aqqH4ff4rP,0.6,0.741,1,-5.792,0,0.0412,0.0362,0,0.0562,0.515,109.233,216293,4,studio
4rex1k9pBVFaIVKBBssZzi,0.934,0.718,4,-3.153,1,0.0379,0.00149,0.000131,0.324,0.239,119.989,198021,4,studio
2XMTqoHHSH0lvuXrvIEdco,0.708,0.683,5,-6.244,0,0.0305,0.0398,0.155,0.686,0.355,92.991,237707,4,studio
1WC5UN1U79gJlxGLYDGIO7,0.712,0.61,9,-7.808,1,0.0776,0.0147,1.12e-05,0.0843,0.283,128.921,234662,4,studio
6u5M4jPpYkoRV4vVHDQvkd,0.791,0.549,10,-3.535,1,0.133,0.0104,0,0.444,0.292,150.093,227293,4,studio
5amrc9VDA7uIBYKLhyAOUY,0.677,0.756,9,-9.068,0,0.0316,0.0915,0,0.0759,0.717,109.983,203266,4,studio
